(-1, 1, 0, 0, 1, 0, -1, -1, -1, 1, 1, 0, -1, -1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0) 10000.0
(0, -1, -1, -1, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 1, 0, -1, 1, 1, 1) 10000.0
(1, 1, 0, 1, 1, 1, -1, -1, 1, 0, 1, -1, -1, 1, 1, 1, -1, 1, -1, 0, 0, 0, 0, 0, 0) 10000.0
(1, 1, 0, 1, 1, 1, 0, 1, -1, 0, 1, 1, -1, -1, 0, 1, 1, -1, 0, 1, 0, 0, 0, 0, 0) 10000.0
(1, 0, -1, -1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, 0, 0, 0, 0) 10000.0
(1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 0, -1, -1, -1, -1, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0) 10000.0
(0, 0, 0, 0, 0, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, -1, 0, 0, -1, 0, 1) 10000.0
(0, -1, -1, -1, 1, 0, -1, -1, 1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, 1, -1, -1) 10000.0
(0, 1, 1, 1, 1, 0, -1, -1, 1, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1) 10000.0
(0, -1, 1, 1, -1, 0, 1, -1, 1, -1, 0, -1, -1, -1, 1, 0, -1, -1, -1, 1, 0, 0, -1, -1, 1) 10000.0
(0, -1, -1, -1, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, 1, 1, 0, -1, -1, 1, 1) 10000.0
(0, 0, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 1) 10000.0
(0, 0, 0, 0, 0, 1, -1, -1, 1, 1, 1, -1, -1, -1, 0, 1, -1, -1, 1, 1, 1, 0, 0, 1, 1) 10000.0
(1, 1, 1, 0, 1, 1, -1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, -1, -1, 0, 0, 0, 0, 0, 0) 10000.0
(0, 0, 0, 0, 0, 1, -1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 0, -1, -1, 1, 1, 1, 0, 0, 1) 10000.0
(0, 1, 1, 0, 1, 1, 0, 1, -1, 1, 1, 1, 0, -1, 1, 0, -1, -1, 0, 1, 0, 1, -1, 1, 0) 10000.0
(0, -1, 1, 1, 1, 0, -1, -1, 1, 1, 0, 1, -1, -1, -1, 0, 0, 0, -1, 1, 0, 1, 1, -1, 0) 10000.0
(0, 1, 1, -1, 1, 0, -1, -1, -1, -1, 0, 1, -1, -1, 1, 0, 0, -1, -1, 0, 0, 1, -1, -1, 1) 10000.0
(0, 0, 0, 0, 0, 1, 0, -1, 1, -1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 0, -1, 1) 10000.0
(1, 0, -1, 1, 1, 1, 1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0) 10000.0
(1, -1, -1, 1, 1, 1, -1, -1, 1, 1, 0, -1, -1, -1, 1, 1, 0, -1, -1, 0, 0, 0, 0, 0, 0) 10000.0
(1, -1, 1, 0, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 0, 0, 0, 0, 0) 10000.0
(0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, -1, -1, 1, 1, -1, -1, 0, 0, 1, 1, 0, 0, 1) 10000.0
(0, -1, -1, -1, 1, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, 1, 1, 1, 1) 10000.0
(0, 1, -1, -1, 1, 0, -1, -1, 1, -1, 0, -1, -1, -1, -1, 0, -1, 1, -1, -1, 0, -1, 1, -1, 1) 10000.0
(0, -1, -1, -1, 1, 0, -1, -1, 0, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, 1, -1, -1) 10000.0
(1, 0, -1, -1, 1, 1, -1, -1, 1, -1, 0, -1, -1, -1, -1, 1, 1, 0, -1, 1, 0, 0, 0, 0, 0) 10000.0
(0, -1, -1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1) 10000.0
(0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, -1, -1, 1) 10000.0
(1, 1, 0, 1, 1, 1, 0, 1, -1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, -1, 0, 0, 0, 0, 0) 10000.0
(0, 1, 0, 1, 1, 0, 1, -1, -1, 1, 0, 0, -1, -1, 1, 0, 0, -1, -1, 0, 0, 0, 1, -1, 1) 10000.0
(0, 0, 0, 0, 0, 1, 0, -1, 1, 1, 1, -1, -1, 0, -1, 1, 0, -1, 1, -1, 1, 1, 1, 1, 1) 10000.0
(1, 1, 1, 1, 0, 0, -1, -1, 1, 0, 1, -1, -1, 0, 0, 1, -1, -1, -1, 0, 0, 1, 1, 1, 0) 10000.0
(0, 0, 0, 0, 0, 1, -1, 0, -1, 1, 1, -1, -1, -1, 1, 1, 0, 1, 0, -1, 0, 1, 0, 1, 1) 10000.0
(0, 1, -1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 1) 10000.0
(1, 1, 0, -1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, 0, 1, -1, -1, 1, 1, 0, 0, 0, 0, 0) 10000.0
(0, 0, 0, 1, 1, 0, -1, -1, 1, 1, 1, 1, 0, -1, 1, 1, -1, -1, 1, 1, 0, 0, 0, 0, 0) 10000.0
(1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, -1, -1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0) 10000.0
(0, -1, -1, -1, 1, 0, -1, -1, -1, 1, 0, 0, -1, -1, -1, 0, -1, -1, 0, -1, 0, 1, -1, 1, 0) 10000.0
(0, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, -1, 0, 0, 0, -1, 1, 0) 10000.0
(-1, 0, 1, 1, 0, 1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 0, -1, 0, 0, 0, 0, 0) 10000.0
(0, -1, -1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, 1, -1, -1) 10000.0
(0, -1, 0, 1, 1, 0, -1, -1, 1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, 1, -1, 1) 10000.0
(0, 1, 1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1) 10000.0
(0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 1) 10000.0
(1, 0, 0, 1, 0, 1, 0, -1, 1, 1, 1, 1, 1, -1, 1, 0, 1, 1, -1, -1, 0, 0, 0, 0, 0) 10000.0
(0, -1, 1, 1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 0, 0, 0, 1, 1, 0) 10000.0
(0, 1, 1, -1, 1, 0, 1, 1, 1, 1, 0, -1, -1, -1, 0, 0, 0, -1, 1, 0, 0, 1, 0, 1, 1) 10000.0
(1, -1, 1, 0, 1, 0, -1, -1, -1, 1, 0, 1, -1, -1, 1, 1, -1, -1, -1, 1, 0, 0, 0, 0, 0) 10000.0
(0, 1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, 1, 0, -1, 1) 10000.0
(1, 1, 0, 0, 0, 1, 0, -1, 1, 1, 1, -1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1) 10000.0
(0, -1, 1, 1, 1, 0, 1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, -1, 1, 0, 1, -1, -1, 1) 10000.0
(0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1) 10000.0
(0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, -1, 1, -1, 1, 1, -1, -1, -1, 1, 0, 0, 0, 1, 1) 10000.0
(0, 0, 1, 1, 1, 0, -1, -1, -1, 0, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, 1, 1) 10000.0
(0, -1, 1, 0, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, -1, 1, 1) 10000.0
(0, 0, 0, 0, 0, 1, 1, 1, -1, 1, 1, 0, -1, -1, 1, 1, 0, -1, -1, 0, 1, 1, 1, 1, 1) 10000.0
(0, -1, 0, 1, 1, 0, 1, -1, -1, -1, 0, -1, -1, -1, 0, 0, -1, -1, -1, -1, 0, 1, -1, -1, -1) 10000.0
(0, 1, -1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, 1, -1) 10000.0
(0, 1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, 1, 0, -1, 0) 10000.0
(1, 1, 0, 0, 1, 1, 1, -1, -1, 1, 1, 1, -1, -1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0) 10000.0
(0, -1, -1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, 1, -1, 0, -1, -1, 1, 0, 0, -1, -1, 1, 1) 10000.0
(0, -1, -1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1) 10000.0
(0, 1, 0, 1, 1, 0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0, -1, 1, 1, 1, 0, 0, 0, 1, 1) 10000.0
(0, 1, -1, -1, 1, 0, 1, -1, -1, 1, 0, -1, 1, -1, 0, 0, -1, 0, 1, 0, 0, -1, 1, 1, 1) 10000.0
(0, 1, 1, 0, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, 1, -1, 1) 10000.0
(0, -1, 1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, -1, -1, 1, 1) 10000.0
(1, 1, -1, 1, 1, 1, 0, 1, 1, 1, 1, 0, -1, -1, 0, 1, -1, -1, 1, 0, 0, 0, 0, 0, 0) 10000.0
(1, 1, 1, 0, 1, 1, 1, -1, -1, 0, 1, 1, -1, -1, 1, 1, 0, -1, 1, 1, 0, 0, 0, 0, 0) 10000.0
(1, 0, 0, -1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, 0, 0, 0, 0) 10000.0
(0, -1, -1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 1) 10000.0
(0, -1, 1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 1) 10000.0
(0, -1, -1, 1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1) 10000.0
(1, -1, 0, -1, 1, 1, -1, 0, -1, -1, 1, -1, -1, 1, 1, 1, 1, -1, -1, 0, 0, 0, 0, 0, 0) 10000.0
(0, 0, -1, 1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, 1, -1, 1, 0, 1, 1, -1, 0) 10000.0
(0, -1, 0, 1, 1, 0, -1, -1, 1, 1, 0, -1, -1, 0, 1, 0, 0, -1, -1, 0, 0, 1, 1, -1, 1) 10000.0
(0, -1, 1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, 1, 1) 10000.0
(0, -1, -1, 1, 0, 0, -1, -1, -1, 1, 0, -1, -1, -1, 0, 0, 0, -1, -1, 1, 0, 1, -1, -1, 1) 10000.0
(0, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1, 1, -1, -1, 1, 1, -1, -1, -1, 1, 1, 1, -1, 0, 1) 10000.0
(1, 0, 1, 1, 0, 1, 0, -1, 1, 1, 1, -1, -1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0) 10000.0
(0, -1, -1, 1, 1, 0, -1, -1, -1, -1, 0, 1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1) 10000.0
(0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 0, 0, 0, 1) 10000.0
(0, 1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, 1, 1, 1) 10000.0
(0, 0, 0, 0, 0, 1, 1, -1, -1, 1, 1, 1, -1, 0, -1, 1, 1, 1, 0, -1, 1, 0, 0, 0, 1) 10000.0
(0, 0, 0, 0, 0, 1, -1, -1, 0, -1, 1, -1, -1, 1, 0, 1, -1, -1, -1, 1, 1, 0, 0, -1, 1) 10000.0
(0, 1, 0, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, 1, -1, -1, 1) 10000.0
(0, 1, 1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 0, 0, -1, -1, -1, 1, 0, -1, -1, 1, 1) 10000.0
(0, -1, -1, 1, 0, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 1) 10000.0
(0, -1, -1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, -1, 1) 10000.0
(1, 1, 0, -1, 1, 1, -1, 1, 1, 0, 1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 0, 0, 0, 0, 0) 10000.0
(0, 0, 0, 0, 0, 1, -1, 1, -1, 0, 1, 1, 0, 1, 1, 1, 1, 1, -1, 0, 1, 0, 0, 0, 1) 10000.0
(0, 1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, -1, -1, 1, 0, 0, -1, -1, -1, 0, 1, 0, -1, -1) 10000.0
(0, 1, -1, 1, 1, 0, -1, -1, -1, 1, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, -1, 1, 1) 10000.0
(0, -1, -1, 1, 1, 0, 1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, -1, 1, 0) 10000.0
(1, 0, 1, -1, 1, 1, 1, -1, -1, 0, 0, -1, -1, -1, 1, 1, -1, 1, -1, 1, 0, 0, 0, 0, 0) 10000.0
(0, -1, -1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, 0, 0, -1, -1, -1, 0, 0, 1, -1, -1, 1) 10000.0
(0, 0, 0, 0, 0, 1, -1, -1, 1, 1, 1, -1, -1, -1, -1, 1, 0, -1, -1, -1, 0, 0, 1, 1, 1) 10000.0
(0, -1, -1, 1, 1, 0, -1, -1, 1, 1, 0, -1, 1, 0, 1, 0, -1, 1, -1, -1, 0, 0, 1, -1, 0) 10000.0
(0, -1, -1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, 1, -1, 1) 10000.0
(1, 1, 0, 1, 1, 1, 1, -1, -1, 1, 1, 1, 0, -1, 0, 1, 1, 0, -1, 1, 0, 0, 0, 0, 0) 10000.0
(0, -1, -1, 1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, -1, 1, 0) 10000.0
(0, -1, 0, 1, 1, 0, 0, 0, 0, 0, 1, -1, -1, 0, 1, 1, -1, -1, 1, 1, 0, 1, 1, 0, 1) 10000.0
(0, 0, -1, 1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1, -1, -1, 1) 10000.0
(1, -1, 1, 1, 0, 1, 1, 1, 0, 1, 0, -1, 0, 1, -1, 0, 0, 0, 0, 1, 0, 1, 1, -1, 1) 10000.0
(0, -1, 1, 1, 1, 0, -1, -1, 0, 1, 0, -1, -1, -1, 0, 0, 0, -1, -1, 1, 0, 0, 1, 0, 1) 10000.0
(1, 1, -1, 1, 0, 1, 1, 0, -1, 1, 1, 0, 0, 0, -1, 1, -1, 0, -1, 1, 0, 0, 0, 0, 0) 10000.0
(1, 0, -1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1) 10000.0
(0, 1, -1, 1, 1, 0, 1, -1, -1, -1, 0, -1, -1, -1, 0, 0, -1, -1, -1, 1, 0, -1, -1, -1, 1) 10000.0
(1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, -1, -1, 0, 1, 0, -1, -1, 0, 0, 0, 0, -1, 0, 1) 10000.0
(0, 1, -1, 1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, 0, -1, -1, 0) 10000.0
(0, 0, 0, 0, 0, 1, 0, -1, 1, -1, 1, -1, -1, -1, -1, 0, -1, -1, -1, 1, 1, -1, -1, 1, 1) 10000.0
(0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, 1, -1, 1) 10000.0
(1, 0, -1, 1, 1, 1, -1, -1, -1, 1, 0, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, 0, 0, 0, 0) 10000.0
(0, 0, 0, 0, 0, 1, -1, 1, 1, 1, 1, -1, 0, 1, 1, 1, 1, -1, -1, 0, 0, 0, 0, 1, 1) 10000.0
(0, 1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, -1, 1) 10000.0
(0, -1, -1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 0, 0, -1, -1, -1, 1) 10000.0
(0, 1, -1, 0, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 0, 0, 1, -1, 1, 1) 10000.0
(0, -1, 1, 1, 1, 0, -1, -1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 0, 0, -1, 1, -1, -1) 10000.0
(0, 0, 1, 1, 1, 0, 1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 0, 0, 1, -1, -1, 1) 10000.0
(0, -1, -1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1) 10000.0
(1, -1, 1, 1, 1, 1, -1, -1, 1, 0, 0, 1, -1, -1, -1, 1, 1, -1, -1, -1, 0, 0, 0, 0, 0) 10000.0
(1, -1, -1, -1, 1, 1, -1, 1, 1, 0, 1, 1, -1, 0, 0, 1, -1, 1, 1, 1, 0, 0, 0, 0, 0) 10000.0
(1, 0, 0, 1, 0, 1, -1, -1, -1, 1, 1, -1, -1, -1, -1, 1, 0, -1, -1, 1, 0, 0, 0, 0, 0) 10000.0
(1, 0, 0, -1, 1, 1, -1, -1, -1, 0, 1, 1, -1, 1, 0, 1, -1, -1, 1, 1, 0, 0, 0, 0, 0) 10000.0
(0, 1, 1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, -1, -1, -1, 1) 10000.0
(0, 1, -1, 1, 0, 0, -1, -1, -1, 1, 0, -1, -1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1) 10000.0
(0, 0, 0, 0, 0, 1, -1, 1, 1, 0, 1, 1, -1, 1, -1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1) 10000.0
(0, -1, -1, 1, 1, 0, -1, -1, 0, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 1) 10000.0
(0, 0, 0, 0, 0, 1, -1, -1, -1, 1, 1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 0, -1, 1, 1) 10000.0
(0, 0, -1, 1, 0, 0, 1, -1, -1, -1, 0, -1, -1, 1, 1, 0, -1, -1, -1, 1, 0, 0, 0, 1, 1) 10000.0
(0, -1, -1, 0, 1, 0, -1, 0, 1, 1, 1, 0, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1) 10000.0
(0, -1, -1, -1, -1, 0, -1, -1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, -1, -1, -1) 10000.0
(0, -1, 0, 1, 1, 0, -1, -1, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, 1, -1, -1) 10000.0
(0, -1, -1, 1, 1, 0, -1, -1, 1, 1, 0, -1, 0, -1, 1, 0, -1, 1, -1, 1, 0, 0, 1, 0, 0) 10000.0
(0, -1, -1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 0, 0, 0, 0, 0) 10000.0
(-1, -1, -1, 1, 1, 0, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, -1, -1, -1, 1, 0, 0, 0, 0, 0) 10000.0
(0, 0, 0, 0, 0, 1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 0, 0, -1, 0, 1, 0, -1, -1, 1, 1) 10000.0
(1, 1, 1, 0, 1, 0, -1, 1, 0, 1, 0, -1, -1, -1, 0, 1, -1, -1, 1, 1, 0, 0, 0, 0, 0) 10000.0
(0, -1, 0, 1, 1, 0, -1, -1, -1, 0, 0, -1, -1, -1, 0, 0, -1, -1, -1, 1, 0, 1, -1, 1, 1) 10000.0
(0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, -1, 0, 1, 1, 1, -1, -1, 0, -1, 1, 0, -1, 1, 1) 10000.0
(1, 1, 1, 0, 1, 0, -1, -1, 1, -1, 1, 1, -1, -1, 1, 1, -1, -1, -1, 1, 0, 0, 0, 0, 0) 10000.0
(1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 1, 0, -1, -1, 1, -1, -1, -1, -1, 1, 0, 0, 0, 0, 0) 10000.0
(0, 1, 1, 1, 1, 0, 1, 1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, 0, -1, -1) 10000.0
(0, -1, -1, 1, 0, 0, 1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, 1, 1) 10000.0
(0, 0, 1, 0, 1, 0, -1, -1, 1, 1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 0, 0, -1, 1, 1, 1) 10000.0
(1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, -1, -1, 0, 1, -1, -1, -1, 0, 1, 0, -1, 0, 0) 10000.0
(0, 0, 1, -1, 1, 0, -1, -1, -1, 0, 0, -1, -1, -1, 1, 0, -1, -1, 0, 1, 0, -1, -1, 1, 1) 10000.0
(1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 0, -1, -1, 1, 0, 1, -1, -1, 1, 0, 0, 0, 0, 0) 10000.0
(0, -1, 1, 1, 1, 0, -1, -1, 1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, 1, -1, -1) 10000.0
(0, -1, -1, 1, 1, 0, -1, 1, 0, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, -1, -1, 1) 10000.0
